date      	time	Q	Flag
2005-01-14	0:00	2.10393824	C
2005-01-15	0:00	2.01332448	C
2005-01-16	0:00	2.0388096	C
2005-01-17	0:00	2.08411648	C
2005-01-18	0:00	2.12659168	C
2005-01-19	0:00	2.38710624	C
2005-01-20	0:00	2.48338336	C
2005-01-21	0:00	2.37294784	C
2005-01-22	0:00	2.13225504	C
2005-01-23	0:00	2.31631424	C
2005-01-24	0:00	2.43807648	C
2005-01-25	0:00	2.42674976	C
2005-01-26	0:00	2.42674976	C
2005-01-27	0:00	2.336136	C
2005-01-28	0:00	2.24269056	C
2005-01-29	0:00	2.26817568	C
2005-01-30	0:00	2.37577952	C
2005-01-31	0:00	2.33047264	C
2005-02-01	0:00	2.25684896	C
2005-02-02	0:00	2.25684896	C
2005-02-03	0:00	2.7042544	C
2005-02-04	0:00	4.7289056	C
2005-02-05	0:00	8.353456	C
2005-02-06	0:00	11.32672	C
2005-02-07	0:00	10.2789984	C
2005-02-08	0:00	9.9958304	C
2005-02-09	0:00	8.8914752	C
2005-02-10	0:00	7.645536	C
2005-02-11	0:00	6.8526656	C
2005-02-12	0:00	6.8526656	C
2005-02-13	0:00	12.6576096	C
2005-02-14	0:00	29.449472	C
2005-02-15	0:00	26.759376	C
2005-02-16	0:00	20.2181952	C
2005-02-17	0:00	17.9528512	C
2005-02-18	0:00	15.8857248	C
2005-02-19	0:00	14.299984	C
2005-02-20	0:00	13.1389952	C
2005-02-21	0:00	12.3461248	C
2005-02-22	0:00	11.2700864	C
2005-02-23	0:00	10.9302848	C
2005-02-24	0:00	11.0152352	C
2005-02-25	0:00	9.8259296	C
2005-02-26	0:00	8.8348416	C
2005-02-27	0:00	8.9481088	C
2005-02-28	0:00	8.0136544	C
2005-03-01	0:00	7.0792	C
2005-03-02	0:00	7.4190016	C
2005-03-03	0:00	7.1924672	C
2005-03-04	0:00	7.3057344	C
2005-03-05	0:00	7.0225664	C
2005-03-06	0:00	6.5411808	C
2005-03-07	0:00	6.5978144	C
2005-03-08	0:00	5.946528	C
2005-03-09	0:00	5.4368256	C
2005-03-10	0:00	5.238608	C
2005-03-11	0:00	5.4934592	C
2005-03-12	0:00	5.0120736	C
2005-03-13	0:00	4.1342528	C
2005-03-14	0:00	3.9360352	C
2005-03-15	0:00	4.105936	C
2005-03-16	0:00	4.7572224	C
2005-03-17	0:00	4.5873216	C
2005-03-18	0:00	4.4457376	C
2005-03-19	0:00	3.4263328	C
2005-03-20	0:00	4.24752	C
2005-03-21	0:00	4.4740544	C
2005-03-22	0:00	5.2102912	C
2005-03-23	0:00	4.9271232	C
2005-03-24	0:00	4.95544	C
2005-03-25	0:00	5.3235584	C
2005-03-26	0:00	6.4562304	C
2005-03-27	0:00	11.1568192	C
2005-03-28	0:00	20.9827488	C
2005-03-29	0:00	24.494032	C
2005-03-30	0:00	22.4269056	C
2005-03-31	0:00	30.582144	C
2005-04-01	0:00	27.8070976	C
2005-04-02	0:00	24.8338336	C
2005-04-03	0:00	22.9082912	C
2005-04-04	0:00	21.2376	C
2005-04-05	0:00	19.7934432	C
2005-04-06	0:00	18.1510688	C
2005-04-07	0:00	16.7918624	C
2005-04-08	0:00	15.998992	C
2005-04-09	0:00	15.6591904	C
2005-04-10	0:00	14.6964192	C
2005-04-11	0:00	13.9035488	C
2005-04-12	0:00	27.8354144	C
2005-04-13	0:00	37.378176	C
2005-04-14	0:00	34.829664	C
2005-04-15	0:00	32.56432	C
2005-04-16	0:00	29.73264	C
2005-04-17	0:00	26.8160096	C
2005-04-18	0:00	23.8993792	C
2005-04-19	0:00	60.031616	C
2005-04-20	0:00	103.922656	C
2005-04-21	0:00	66.54448	C
2005-04-22	0:00	59.748448	C
2005-04-23	0:00	51.819744	C
2005-04-24	0:00	42.758368	C
2005-04-25	0:00	36.81184	C
2005-04-26	0:00	32.847488	C
2005-04-27	0:00	29.166304	C
2005-04-28	0:00	26.051456	C
2005-04-29	0:00	23.5312608	C
2005-04-30	0:00	21.7473024	C
2005-05-01	0:00	19.9350272	C
2005-05-02	0:00	18.5191872	C
2005-05-03	0:00	17.3865152	C
2005-05-04	0:00	16.423744	C
2005-05-05	0:00	15.6025568	C
2005-05-06	0:00	15.3477056	C
2005-05-07	0:00	16.2255264	C
2005-05-08	0:00	19.0855232	C
2005-05-09	0:00	21.6906688	C
2005-05-10	0:00	23.9843296	C
2005-05-11	0:00	42.4752	C
2005-05-12	0:00	55.784096	C
2005-05-13	0:00	70.225664	C
2005-05-14	0:00	64.562304	C
2005-05-15	0:00	56.067264	C
2005-05-16	0:00	48.421728	C
2005-05-17	0:00	42.192032	C
2005-05-18	0:00	38.510848	C
2005-05-19	0:00	40.776192	C
2005-05-20	0:00	37.661344	C
2005-05-21	0:00	37.944512	C
2005-05-22	0:00	48.704896	C
2005-05-23	0:00	42.4752	C
2005-05-24	0:00	37.378176	C
2005-05-25	0:00	34.263328	C
2005-05-26	0:00	32.281152	C
2005-05-27	0:00	29.73264	C
2005-05-28	0:00	28.3168	C
2005-05-29	0:00	26.334624	C
2005-05-30	0:00	24.4373984	C
2005-05-31	0:00	22.6251232	C
2005-06-01	0:00	21.2659168	C
2005-06-02	0:00	19.963344	C
2005-06-03	0:00	18.6324544	C
2005-06-04	0:00	17.8679008	C
2005-06-05	0:00	17.3298816	C
2005-06-06	0:00	17.131664	C
2005-06-07	0:00	16.3671104	C
2005-06-08	0:00	18.2077024	C
2005-06-09	0:00	23.644528	C
2005-06-10	0:00	21.8322528	C
2005-06-11	0:00	21.662352	C
2005-06-12	0:00	19.9350272	C
2005-06-13	0:00	18.1793856	C
2005-06-14	0:00	17.3865152	C
2005-06-15	0:00	16.423744	C
2005-06-16	0:00	15.4892896	C
2005-06-17	0:00	14.6964192	C
2005-06-18	0:00	13.9035488	C
2005-06-19	0:00	12.9974112	C
2005-06-20	0:00	12.5443424	C
2005-06-21	0:00	17.981168	C
2005-06-22	0:00	19.1987904	C
2005-06-23	0:00	17.7546336	C
2005-06-24	0:00	16.2538432	C
2005-06-25	0:00	17.6130496	C
2005-06-26	0:00	26.0231392	C
2005-06-27	0:00	29.449472	C
2005-06-28	0:00	28.175216	C
2005-06-29	0:00	23.8144288	C
2005-06-30	0:00	19.5952256	C
2005-07-01	0:00	16.6219616	C
2005-07-02	0:00	14.5265184	C
2005-07-03	0:00	14.583152	C
2005-07-04	0:00	17.273248	C
2005-07-05	0:00	14.6397856	C
2005-07-06	0:00	13.8185984	C
2005-07-07	0:00	13.167312	C
2005-07-08	0:00	12.3744416	C
2005-07-09	0:00	11.7797888	C
2005-07-10	0:00	10.1090976	C
2005-07-11	0:00	8.9481088	C
2005-07-12	0:00	7.9003872	C
2005-07-13	0:00	7.2491008	C
2005-07-14	0:00	6.6261312	C
2005-07-15	0:00	6.088112	C
2005-07-16	0:00	5.521776	C
2005-07-17	0:00	5.0403904	C
2005-07-18	0:00	5.1536576	C
2005-07-19	0:00	4.813856	C
2005-07-20	0:00	5.1536576	C
2005-07-21	0:00	6.3995968	C
2005-07-22	0:00	7.3340512	C
2005-07-23	0:00	6.512864	C
2005-07-24	0:00	5.6916768	C
2005-07-25	0:00	5.4085088	C
2005-07-26	0:00	8.5799904	C
2005-07-27	0:00	8.1269216	C
2005-07-28	0:00	8.0136544	C
2005-07-29	0:00	7.8437536	C
2005-07-30	0:00	6.7393984	C
2005-07-31	0:00	5.6916768	C
2005-08-01	0:00	4.8704896	C
2005-08-02	0:00	4.4174208	C
2005-08-03	0:00	4.0493024	C
2005-08-04	0:00	3.822768	C
2005-08-05	0:00	3.5679168	C
2005-08-06	0:00	3.3696992	C
2005-08-07	0:00	3.1431648	C
2005-08-08	0:00	2.973264	C
2005-08-09	0:00	2.83168	C
2005-08-10	0:00	2.9166304	C
2005-08-11	0:00	3.4829664	C
2005-08-12	0:00	4.672272	C
2005-08-13	0:00	6.6261312	C
2005-08-14	0:00	8.211872	C
2005-08-15	0:00	7.0225664	C
2005-08-16	0:00	5.3235584	C
2005-08-17	0:00	4.3041536	C
2005-08-18	0:00	5.1819744	C
2005-08-19	0:00	4.9271232	C
2005-08-20	0:00	4.5590048	C
2005-08-21	0:00	4.4457376	C
2005-08-22	0:00	3.8794016	C
2005-08-23	0:00	3.4263328	C
2005-08-24	0:00	3.1431648	C
2005-08-25	0:00	2.9449472	C
2005-08-26	0:00	3.0582144	C
2005-08-27	0:00	3.2847488	C
2005-08-28	0:00	3.0298976	C
2005-08-29	0:00	2.68726432	C
2005-08-30	0:00	2.47772	C
2005-08-31	0:00	2.35595776	C
2005-09-01	0:00	2.25968064	C
2005-09-02	0:00	2.08411648	C
2005-09-03	0:00	1.91421568	C
2005-09-04	0:00	2.32764096	C
2005-09-05	0:00	2.17756192	C
2005-09-06	0:00	2.12942336	C
2005-09-07	0:00	2.0104928	C
2005-09-08	0:00	4.0209856	C
2005-09-09	0:00	6.8243488	C
2005-09-10	0:00	4.8704896	C
2005-09-11	0:00	3.7944512	C
2005-09-12	0:00	3.1714816	C
2005-09-13	0:00	3.1431648	C
2005-09-14	0:00	2.81185824	C
2005-09-15	0:00	2.51170016	C
2005-09-16	0:00	2.30215584	C
2005-09-17	0:00	2.16340352	C
2005-09-18	0:00	2.08694816	C
2005-09-19	0:00	8.919792	C
2005-09-20	0:00	7.1924672	C
2005-09-21	0:00	4.8988064	C
2005-09-22	0:00	3.9926688	C
2005-09-23	0:00	3.5679168	C
2005-09-24	0:00	3.3413824	C
2005-09-25	0:00	15.7724576	C
2005-09-26	0:00	31.714816	C
2005-09-27	0:00	25.9381888	C
2005-09-28	0:00	22.795024	C
2005-09-29	0:00	20.954432	C
2005-09-30	0:00	18.2926528	C
2005-10-01	0:00	15.6025568	C
2005-10-02	0:00	13.5354304	C
2005-10-03	0:00	11.8364224	C
2005-10-04	0:00	10.6754336	C
2005-10-05	0:00	10.1090976	C
2005-10-06	0:00	9.486128	C
2005-10-07	0:00	8.919792	C
2005-10-08	0:00	8.49504	C
2005-10-09	0:00	8.211872	C
2005-10-10	0:00	7.8154368	C
2005-10-11	0:00	7.4473184	C
2005-10-12	0:00	7.1641504	C
2005-10-13	0:00	7.0225664	C
2005-10-14	0:00	6.796032	C
2005-10-15	0:00	6.4562304	C
2005-10-16	0:00	6.2013792	C
2005-10-17	0:00	5.9182112	C
2005-10-18	0:00	5.7199936	C
2005-10-19	0:00	5.4368256	C
2005-10-20	0:00	5.238608	C
2005-10-21	0:00	5.0120736	C
2005-10-22	0:00	4.9271232	C
2005-10-23	0:00	4.813856	C
2005-10-24	0:00	4.6156384	C
2005-10-25	0:00	4.5023712	C
2005-10-26	0:00	4.4457376	C
2005-10-27	0:00	4.3607872	C
2005-10-28	0:00	4.2758368	C
2005-10-29	0:00	4.1342528	C
2005-10-30	0:00	4.24752	C
2005-10-31	0:00	5.2952416	C
2005-11-01	0:00	5.6350432	C
2005-11-02	0:00	5.3235584	C
2005-11-03	0:00	4.95544	C
2005-11-04	0:00	4.813856	C
2005-11-05	0:00	4.6439552	C
2005-11-06	0:00	4.5023712	C
2005-11-07	0:00	4.3324704	C
2005-11-08	0:00	4.2758368	C
2005-11-09	0:00	4.1908864	C
2005-11-10	0:00	4.0209856	C
2005-11-11	0:00	3.8510848	C
2005-11-12	0:00	3.9360352	C
2005-11-13	0:00	3.6528672	C
2005-11-14	0:00	3.681184	C
2005-11-15	0:00	3.6528672	C
2005-11-16	0:00	3.4263328	C
2005-11-17	0:00	3.256432	C
2005-11-18	0:00	3.7378176	C
2005-11-19	0:00	3.9926688	C
2005-11-20	0:00	3.9360352	C
2005-11-21	0:00	3.8510848	C
2005-11-22	0:00	3.5679168	C
2005-11-23	0:00	3.6245504	C
2005-11-24	0:00	2.54284864	C
2005-11-25	0:00	2.66461088	C
2005-11-26	0:00	2.61647232	C
2005-11-27	0:00	4.0209856	C
2005-11-28	0:00	5.5784096	C
2005-11-29	0:00	7.5322688	C
2005-11-30	0:00	5.9748448	C
2005-12-01	0:00	5.097024	C
2005-12-02	0:00	4.24752	C
2005-12-03	0:00	4.5590048	C
2005-12-04	0:00	5.4934592	C
2005-12-05	0:00	5.380192	C
2005-12-06	0:00	5.2669248	C
2005-12-07	0:00	5.1819744	C
2005-12-08	0:00	5.380192	C
2005-12-09	0:00	4.7855392	C
2005-12-10	0:00	5.521776	C
2005-12-11	0:00	6.0597952	C
2005-12-12	0:00	5.5784096	C
2005-12-13	0:00	5.4368256	C
2005-12-14	0:00	5.6067264	C
2005-12-15	0:00	5.2952416	C
2005-12-16	0:00	4.813856	C
2005-12-17	0:00	4.4174208	C
2005-12-18	0:00	4.2758368	C
2005-12-19	0:00	3.964352	C
2005-12-20	0:00	4.389104	C
2005-12-21	0:00	4.105936	C
2005-12-22	0:00	4.6439552	C
2005-12-23	0:00	4.9837568	C
2005-12-24	0:00	5.2102912	C
2005-12-25	0:00	5.0403904	C
2005-12-26	0:00	4.95544	C
2005-12-27	0:00	5.0120736	C
2005-12-28	0:00	4.8421728	C
2005-12-29	0:00	4.813856	C
2005-12-30	0:00	4.9837568	C
2005-12-31	0:00	4.8421728	C
2006-01-01	0:00	4.813856	C
2006-01-02	0:00	5.0687072	C
2006-01-03	0:00	5.3518752	C
2006-01-04	0:00	5.946528	C
2006-01-05	0:00	5.946528	C
2006-01-06	0:00	6.3429632	C
2006-01-07	0:00	6.9942496	C
2006-01-08	0:00	6.7110816	C
2006-01-09	0:00	5.6350432	C
2006-01-10	0:00	4.7289056	C
2006-01-11	0:00	5.2669248	C
2006-01-12	0:00	6.229696	C
2006-01-13	0:00	5.9182112	C
2006-01-14	0:00	4.4740544	C
2006-01-15	0:00	4.8704896	C
2006-01-16	0:00	5.5784096	C
2006-01-17	0:00	4.2758368	C
2006-01-18	0:00	4.0493024	C
2006-01-19	0:00	5.1253408	C
2006-01-20	0:00	5.521776	C
2006-01-21	0:00	4.1908864	C
2006-01-22	0:00	4.0209856	C
2006-01-23	0:00	3.0015808	C
2006-01-24	0:00	4.389104	C
2006-01-25	0:00	3.5679168	C
2006-01-26	0:00	4.2758368	C
2006-01-27	0:00	5.1253408	C
2006-01-28	0:00	6.5978144	C
2006-01-29	0:00	9.4578112	C
2006-01-30	0:00	12.0912736	C
2006-01-31	0:00	12.5726592	C
2006-02-01	0:00	12.1479072	C
2006-02-02	0:00	12.1195904	C
2006-02-03	0:00	12.2611744	C
2006-02-04	0:00	10.1090976	C
2006-02-05	0:00	7.0225664	C
2006-02-06	0:00	9.2595936	C
2006-02-07	0:00	11.32672	C
2006-02-08	0:00	9.8542464	C
2006-02-09	0:00	6.7110816	C
2006-02-10	0:00	7.0792	C
2006-02-11	0:00	7.8437536	C
2006-02-12	0:00	7.3906848	C
2006-02-13	0:00	6.4562304	C
2006-02-14	0:00	6.4562304	C
2006-02-15	0:00	6.37128	C
2006-02-16	0:00	4.672272	C
2006-02-17	0:00	2.82601664	C
2006-02-18	0:00	4.4740544	C
2006-02-19	0:00	5.5784096	C
2006-02-20	0:00	5.4651424	C
2006-02-21	0:00	5.0120736	C
2006-02-22	0:00	4.8704896	C
2006-02-23	0:00	4.9271232	C
2006-02-24	0:00	4.95544	C
2006-02-25	0:00	5.1536576	C
2006-02-26	0:00	5.238608	C
2006-02-27	0:00	5.238608	C
2006-02-28	0:00	5.380192	C
2006-03-01	0:00	5.4368256	C
2006-03-02	0:00	5.521776	C
2006-03-03	0:00	4.95544	C
2006-03-04	0:00	4.813856	C
2006-03-05	0:00	5.6350432	C
2006-03-06	0:00	5.66336	C
2006-03-07	0:00	6.2580128	C
2006-03-08	0:00	7.503952	C
2006-03-09	0:00	16.99008	C
2006-03-10	0:00	18.830672	C
2006-03-11	0:00	17.3298816	C
2006-03-12	0:00	15.6308736	C
2006-03-13	0:00	14.1584	C
2006-03-14	0:00	11.6382048	C
2006-03-15	0:00	11.1568192	C
2006-03-16	0:00	10.8736512	C
2006-03-17	0:00	10.477216	C
2006-03-18	0:00	9.7409792	C
2006-03-19	0:00	9.486128	C
2006-03-20	0:00	9.4578112	C
2006-03-21	0:00	9.0896928	C
2006-03-22	0:00	8.6083072	C
2006-03-23	0:00	8.4100896	C
2006-03-24	0:00	8.3251392	C
2006-03-25	0:00	8.1835552	C
2006-03-26	0:00	8.1552384	C
2006-03-27	0:00	8.6649408	C
2006-03-28	0:00	9.91088	C
2006-03-29	0:00	11.1568192	C
2006-03-30	0:00	14.3849344	C
2006-03-31	0:00	39.64352	C
2006-04-01	0:00	45.30688	C
2006-04-02	0:00	51.253408	C
2006-04-03	0:00	64.845472	C
2006-04-04	0:00	56.916768	C
2006-04-05	0:00	50.97024	C
2006-04-06	0:00	46.72272	C
2006-04-07	0:00	46.72272	C
2006-04-08	0:00	46.156384	C
2006-04-09	0:00	42.192032	C
2006-04-10	0:00	38.22768	C
2006-04-11	0:00	35.112832	C
2006-04-12	0:00	32.56432	C
2006-04-13	0:00	30.582144	C
2006-04-14	0:00	29.166304	C
2006-04-15	0:00	27.2407616	C
2006-04-16	0:00	33.130656	C
2006-04-17	0:00	42.4752	C
2006-04-18	0:00	37.661344	C
2006-04-19	0:00	34.546496	C
2006-04-20	0:00	32.281152	C
2006-04-21	0:00	30.582144	C
2006-04-22	0:00	29.73264	C
2006-04-23	0:00	28.3168	C
2006-04-24	0:00	27.1558112	C
2006-04-25	0:00	25.768288	C
2006-04-26	0:00	24.494032	C
2006-04-27	0:00	22.9082912	C
2006-04-28	0:00	21.520768	C
2006-04-29	0:00	22.1437376	C
2006-04-30	0:00	39.077184	C
2006-05-01	0:00	52.952416	C
2006-05-02	0:00	49.837568	C
2006-05-03	0:00	45.023712	C
2006-05-04	0:00	40.493024	C
2006-05-05	0:00	36.81184	C
2006-05-06	0:00	33.413824	C
2006-05-07	0:00	30.582144	C
2006-05-08	0:00	28.2318496	C
2006-05-09	0:00	29.166304	C
2006-05-10	0:00	30.298976	C
2006-05-11	0:00	27.4389792	C
2006-05-12	0:00	24.635616	C
2006-05-13	0:00	23.5595776	C
2006-05-14	0:00	22.4835392	C
2006-05-15	0:00	21.379184	C
2006-05-16	0:00	20.5863136	C
2006-05-17	0:00	19.6518592	C
2006-05-18	0:00	18.4342368	C
2006-05-19	0:00	17.2449312	C
2006-05-20	0:00	16.1122592	C
2006-05-21	0:00	15.1211712	C
2006-05-22	0:00	14.2433504	C
2006-05-23	0:00	13.592064	C
2006-05-24	0:00	13.167312	C
2006-05-25	0:00	13.1106784	C
2006-05-26	0:00	12.9974112	C
2006-05-27	0:00	12.9124608	C
2006-05-28	0:00	12.4310752	C
2006-05-29	0:00	11.5532544	C
2006-05-30	0:00	11.8364224	C
2006-05-31	0:00	11.2134528	C
2006-06-01	0:00	10.477216	C
2006-06-02	0:00	9.7976128	C
2006-06-03	0:00	9.20296	C
2006-06-04	0:00	8.5799904	C
2006-06-05	0:00	8.0419712	C
2006-06-06	0:00	9.7409792	C
2006-06-07	0:00	9.2879104	C
2006-06-08	0:00	8.353456	C
2006-06-09	0:00	7.8154368	C
2006-06-10	0:00	8.1552384	C
2006-06-11	0:00	8.070288	C
2006-06-12	0:00	7.7021696	C
2006-06-13	0:00	7.7304864	C
2006-06-14	0:00	8.0986048	C
2006-06-15	0:00	9.1746432	C
2006-06-16	0:00	9.7409792	C
2006-06-17	0:00	9.4294944	C
2006-06-18	0:00	8.8914752	C
2006-06-19	0:00	8.070288	C
2006-06-20	0:00	7.8154368	C
2006-06-21	0:00	8.0136544	C
2006-06-22	0:00	7.5605856	C
2006-06-23	0:00	7.0225664	C
2006-06-24	0:00	6.7677152	C
2006-06-25	0:00	6.7110816	C
2006-06-26	0:00	6.512864	C
2006-06-27	0:00	6.2580128	C
2006-06-28	0:00	6.0031616	C
2006-06-29	0:00	5.6916768	C
2006-06-30	0:00	5.4085088	C
2006-07-01	0:00	5.0687072	C
2006-07-02	0:00	4.813856	C
2006-07-03	0:00	4.4457376	C
2006-07-04	0:00	4.2192032	C
2006-07-05	0:00	3.9077184	C
2006-07-06	0:00	3.5962336	C
2006-07-07	0:00	3.4546496	C
2006-07-08	0:00	3.3130656	C
2006-07-09	0:00	3.1714816	C
2006-07-10	0:00	2.973264	C
2006-07-11	0:00	2.9166304	C
2006-07-12	0:00	3.0015808	C
2006-07-13	0:00	2.83168	C
2006-07-14	0:00	2.7325712	C
2006-07-15	0:00	2.52869024	C
2006-07-16	0:00	2.35878944	C
2006-07-17	0:00	2.26817568	C
2006-07-18	0:00	2.18322528	C
2006-07-19	0:00	2.1520768	C
2006-07-20	0:00	2.7325712	C
2006-07-21	0:00	2.33047264	C
2006-07-22	0:00	2.5060368	C
2006-07-23	0:00	2.406928	C
2006-07-24	0:00	2.194552	C
2006-07-25	0:00	2.07845312	C
2006-07-26	0:00	1.97368096	C
2006-07-27	0:00	1.98783936	C
2006-07-28	0:00	1.44982016	C
2006-07-29	0:00	1.6140576	C
2006-07-30	0:00	1.51211712	C
2006-07-31	0:00	1.41584	C
2006-08-01	0:00	1.62255264	C
2006-08-02	0:00	4.2192032	C
2006-08-03	0:00	8.1552384	C
2006-08-04	0:00	7.8437536	C
2006-08-05	0:00	5.9182112	C
2006-08-06	0:00	4.389104	C
2006-08-07	0:00	3.6528672	C
2006-08-08	0:00	3.2281152	C
2006-08-09	0:00	3.0582144	C
2006-08-10	0:00	3.0865312	C
2006-08-11	0:00	3.0015808	C
2006-08-12	0:00	2.70142272	C
2006-08-13	0:00	2.47488832	C
2006-08-14	0:00	2.42674976	C
2006-08-15	0:00	2.38144288	C
2006-08-16	0:00	2.17473024	C
2006-08-17	0:00	2.54001696	C
2006-08-18	0:00	3.0298976	C
2006-08-19	0:00	2.72973952	C
2006-08-20	0:00	2.46639328	C
2006-08-21	0:00	2.22570048	C
2006-08-22	0:00	2.06429472	C
2006-08-23	0:00	1.9397008	C
2006-08-24	0:00	1.82926528	C
2006-08-25	0:00	1.80944352	C
2006-08-26	0:00	1.78962176	C
2006-08-27	0:00	1.76413664	C
2006-08-28	0:00	1.80094848	C
2006-08-29	0:00	1.89439392	C
2006-08-30	0:00	1.7556416	C
2006-08-31	0:00	1.74714656	C
2006-09-01	0:00	1.62538432	C
2006-09-02	0:00	1.68768128	C
2006-09-03	0:00	2.61647232	C
2006-09-04	0:00	3.1714816	C
2006-09-05	0:00	3.0298976	C
2006-09-06	0:00	2.47772	C
2006-09-07	0:00	2.20587872	C
2006-09-08	0:00	1.99916608	C
2006-09-09	0:00	1.84908704	C
2006-09-10	0:00	1.95952256	C
2006-09-11	0:00	2.3219776	C
2006-09-12	0:00	2.30498752	C
2006-09-13	0:00	2.32764096	C
2006-09-14	0:00	2.10110656	C
2006-09-15	0:00	1.97084928	C
2006-09-16	0:00	1.92837408	C
2006-09-17	0:00	2.70991776	C
2006-09-18	0:00	3.3413824	C
2006-09-19	0:00	2.973264	C
2006-09-20	0:00	2.67310592	C
2006-09-21	0:00	2.55134368	C
2006-09-22	0:00	2.9166304	C
2006-09-23	0:00	3.1997984	C
2006-09-24	0:00	3.1714816	C
2006-09-25	0:00	2.9166304	C
2006-09-26	0:00	2.72407616	C
2006-09-27	0:00	2.68443264	C
2006-09-28	0:00	2.49754176	C
2006-09-29	0:00	2.34463104	C
2006-09-30	0:00	2.24269056	C
2006-10-01	0:00	2.21720544	C
2006-10-02	0:00	2.0954432	C
2006-10-03	0:00	2.0954432	C
2006-10-04	0:00	2.03597792	C
2006-10-05	0:00	1.96235424	C
2006-10-06	0:00	1.94253248	C
2006-10-07	0:00	1.911384	C
2006-10-08	0:00	1.96235424	C
2006-10-09	0:00	1.91421568	C
2006-10-10	0:00	1.83492864	C
2006-10-11	0:00	2.00766112	C
2006-10-12	0:00	2.0954432	C
2006-10-13	0:00	2.0954432	C
2006-10-14	0:00	2.0954432	C
2006-10-15	0:00	2.0954432	C
2006-10-16	0:00	2.194552	C
2006-10-17	0:00	2.38993792	C
2006-10-18	0:00	2.46072992	C
2006-10-19	0:00	2.27100736	C
2006-10-20	0:00	2.1379184	C
2006-10-21	0:00	2.052968	C
2006-10-22	0:00	1.96235424	C
2006-10-23	0:00	1.93403744	C
2006-10-24	0:00	1.85758208	C
2006-10-25	0:00	1.8689088	C
2006-10-26	0:00	1.77829504	C
2006-10-27	0:00	1.9397008	C
2006-10-28	0:00	1.91421568	C
2006-10-29	0:00	1.80661184	C
2006-10-30	0:00	1.70750304	C
2006-10-31	0:00	1.6423744	C
2006-11-01	0:00	1.58007744	C
2006-11-02	0:00	1.58007744	C
2006-11-03	0:00	1.47813696	C
2006-11-04	0:00	1.53477056	C
2006-11-05	0:00	1.6140576	C
2006-11-06	0:00	1.5857408	C
2006-11-07	0:00	1.61688928	C
2006-11-08	0:00	1.58007744	C
2006-11-09	0:00	1.5715824	C
2006-11-10	0:00	1.71033472	C
2006-11-11	0:00	1.82926528	C
2006-11-12	0:00	1.80661184	C
2006-11-13	0:00	2.16906688	C
2006-11-14	0:00	2.65328416	C
2006-11-15	0:00	2.79203648	C
2006-11-16	0:00	2.62496736	C
2006-11-17	0:00	2.42391808	C
2006-11-18	0:00	2.35312608	C
2006-11-19	0:00	2.30498752	C
2006-11-20	0:00	2.1520768	C
2006-11-21	0:00	2.10676992	C
2006-11-22	0:00	2.12376	C
2006-11-23	0:00	2.21720544	C
2006-11-24	0:00	2.12092832	C
2006-11-25	0:00	2.0954432	C
2006-11-26	0:00	2.08694816	C
2006-11-27	0:00	2.14641344	C
2006-11-28	0:00	3.0865312	C
2006-11-29	0:00	4.5590048	C
2006-11-30	0:00	3.9077184	C
2006-12-01	0:00	2.47772	C
2006-12-02	0:00	3.4829664	C
2006-12-03	0:00	2.9449472	C
2006-12-04	0:00	2.7892048	C
2006-12-05	0:00	2.6476208	C
2006-12-06	0:00	2.9166304	C
2006-12-07	0:00	1.97934432	C
2006-12-08	0:00	2.17473024	C
2006-12-09	0:00	2.3502944	C
2006-12-10	0:00	2.35878944	C
2006-12-11	0:00	2.34463104	C
2006-12-12	0:00	2.8883136	C
2006-12-13	0:00	2.79769984	C
2006-12-14	0:00	2.82035328	C
2006-12-15	0:00	2.83168	C
2006-12-16	0:00	2.79203648	C
2006-12-17	0:00	2.63912576	C
2006-12-18	0:00	2.265344	C
2006-12-19	0:00	1.77263168	C
2006-12-20	0:00	2.33330432	C
2006-12-21	0:00	3.114848	C
2006-12-22	0:00	4.0493024	C
2006-12-23	0:00	4.1342528	C
2006-12-24	0:00	3.2847488	C
2006-12-25	0:00	3.5112832	C
2006-12-26	0:00	2.58815552	C
2006-12-27	0:00	3.3413824	C
2006-12-28	0:00	3.5112832	C
2006-12-29	0:00	3.2281152	C
2006-12-30	0:00	2.973264	C
2006-12-31	0:00	8.1552384	C
2007-01-01	0:00	19.6235424	C
2007-01-02	0:00	16.6219616	C
2007-01-03	0:00	14.4132512	C
2007-01-04	0:00	12.7708768	C
2007-01-05	0:00	11.609888	C
2007-01-06	0:00	10.8453344	C
2007-01-07	0:00	10.1090976	C
2007-01-08	0:00	8.7498912	C
2007-01-09	0:00	7.6738528	C
2007-01-10	0:00	5.5500928	C
2007-01-11	0:00	7.6172192	C
2007-01-12	0:00	4.8421728	C
2007-01-13	0:00	2.8599968	C
2007-01-14	0:00	3.9926688	C
2007-01-15	0:00	5.1253408	C
2007-01-16	0:00	5.1819744	C
2007-01-17	0:00	5.2669248	C
2007-01-18	0:00	5.2952416	C
2007-01-19	0:00	4.8421728	C
2007-01-20	0:00	4.4457376	C
2007-01-21	0:00	4.24752	C
2007-01-22	0:00	4.2758368	C
2007-01-23	0:00	4.0776192	C
2007-01-24	0:00	4.0209856	C
2007-01-25	0:00	3.8794016	C
2007-01-26	0:00	3.822768	C
2007-01-27	0:00	2.8599968	C
2007-01-28	0:00	2.66461088	C
2007-01-29	0:00	3.0298976	C
